Region,Codigo region,Comuna,Codigo comuna,Poblacion,Fecha,Casos confirmados
Araucanía,09,Melipeuco,09110,6265.0,2020-03-30,0.0
Araucanía,09,Nueva Imperial,09111,33777.0,2020-03-30,0.0
Araucanía,09,Padre Las Casas,09112,82110.0,2020-03-30,9.0
Araucanía,09,Perquenco,09113,7223.0,2020-03-30,0.0
Araucanía,09,Pitrufquen,09114,26096.0,2020-03-30,4.0
Araucanía,09,Pucon,09115,29782.0,2020-03-30,0.0
Araucanía,09,Puren,09208,12188.0,2020-03-30,0.0
Araucanía,09,Renaico,09209,10833.0,2020-03-30,0.0
Araucanía,09,Saavedra,09116,12793.0,2020-03-30,0.0
Araucanía,09,Temuco,09101,302931.0,2020-03-30,154.0
Araucanía,09,Teodoro Schmidt,09117,15786.0,2020-03-30,0.0
Araucanía,09,Tolten,09118,10055.0,2020-03-30,0.0
Araucanía,09,Traiguen,09210,19314.0,2020-03-30,0.0
Araucanía,09,Victoria,09211,35467.0,2020-03-30,5.0
Araucanía,09,Vilcun,09119,30766.0,2020-03-30,4.0
Araucanía,09,Villarrica,09120,59103.0,2020-03-30,
Los Ríos,14,Corral,14102,5447.0,2020-03-30,0.0
Los Ríos,14,Futrono,14202,15261.0,2020-03-30,0.0
Los Ríos,14,La Union,14201,39538.0,2020-03-30,0.0
Los Ríos,14,Lago Ranco,14203,10292.0,2020-03-30,0.0
Los Ríos,14,Lanco,14103,17652.0,2020-03-30,0.0
Los Ríos,14,Los Lagos,14104,20518.0,2020-03-30,0.0
Los Ríos,14,Mafil,14105,7389.0,2020-03-30,0.0
Los Ríos,14,Mariquina,14106,23250.0,2020-03-30,0.0
Los Ríos,14,Paillaco,14107,20798.0,2020-03-30,0.0
Los Ríos,14,Panguipulli,14108,35991.0,2020-03-30,0.0
Los Ríos,14,Rio Bueno,14204,32925.0,2020-03-30,0.0
Los Ríos,14,Valdivia,14101,176774.0,2020-03-30,12.0
Los Lagos,10,Ancud,10202,42458.0,2020-03-30,0.0
Los Lagos,10,Calbuco,10102,36744.0,2020-03-30,4.0
Los Lagos,10,Castro,10201,47607.0,2020-03-30,0.0
Los Lagos,10,Chaiten,10401,5020.0,2020-03-30,0.0
Los Lagos,10,Chonchi,10203,16013.0,2020-03-30,0.0
Los Lagos,10,Cochamo,10103,4006.0,2020-03-30,0.0
Los Lagos,10,Curaco de Velez,10204,4066.0,2020-03-30,0.0
Los Lagos,10,Dalcahue,10205,15069.0,2020-03-30,0.0
Los Lagos,10,Fresia,10104,12656.0,2020-03-30,0.0
Los Lagos,10,Frutillar,10105,20223.0,2020-03-30,0.0
Los Lagos,10,Futaleufu,10402,2806.0,2020-03-30,0.0
Los Lagos,10,Hualaihue,10403,9525.0,2020-03-30,0.0
Los Lagos,10,Llanquihue,10107,18621.0,2020-03-30,0.0
Los Lagos,10,Los Muermos,10106,17817.0,2020-03-30,0.0
Los Lagos,10,Maullin,10108,14894.0,2020-03-30,0.0
Los Lagos,10,Osorno,10301,173410.0,2020-03-30,66.0
Los Lagos,10,Palena,10404,1827.0,2020-03-30,0.0
Los Lagos,10,Puerto Montt,10101,269398.0,2020-03-30,34.0
Los Lagos,10,Puerto Octay,10302,9192.0,2020-03-30,0.0
Los Lagos,10,Puerto Varas,10109,48620.0,2020-03-30,0.0
Los Lagos,10,Puqueldon,10206,4201.0,2020-03-30,0.0
Los Lagos,10,Purranque,10303,21080.0,2020-03-30,0.0
Los Lagos,10,Puyehue,10304,11787.0,2020-03-30,0.0
Los Lagos,10,Queilen,10207,5543.0,2020-03-30,0.0
Los Lagos,10,Quellon,10208,29309.0,2020-03-30,0.0
Los Lagos,10,Quemchi,10209,8783.0,2020-03-30,0.0
Los Lagos,10,Quinchao,10210,8298.0,2020-03-30,0.0
Los Lagos,10,Rio Negro,10305,14275.0,2020-03-30,0.0
Los Lagos,10,San Juan de la Costa,10306,7639.0,2020-03-30,0.0
Los Lagos,10,San Pablo,10307,10553.0,2020-03-30,0.0
Aysén,11,Aysen,11201,25002.0,2020-03-30,0.0
Aysén,11,Chile Chico,11401,5121.0,2020-03-30,0.0
Aysén,11,Cisnes,11202,5828.0,2020-03-30,0.0
Aysén,11,Cochrane,11301,3685.0,2020-03-30,0.0
Aysén,11,Coyhaique,11101,61210.0,2020-03-30,0.0
Aysén,11,Guaitecas,11203,1599.0,2020-03-30,0.0
Aysén,11,Lago Verde,11102,920.0,2020-03-30,0.0
Aysén,11,OHiggins,11302,661.0,2020-03-30,0.0
Aysén,11,Rio Ibanez,11402,2699.0,2020-03-30,0.0
Aysén,11,Tortel,11303,572.0,2020-03-30,0.0
Magallanes,12,Antartica,12202,137.0,2020-03-30,0.0
Magallanes,12,Cabo de Hornos,12201,1983.0,2020-03-30,5.0
Magallanes,12,Laguna Blanca,12102,264.0,2020-03-30,0.0
Magallanes,12,Natales,12401,23782.0,2020-03-30,0.0
Magallanes,12,Porvenir,12301,7323.0,2020-03-30,0.0
Magallanes,12,Primavera,12302,694.0,2020-03-30,0.0
Magallanes,12,Punta Arenas,12101,141984.0,2020-03-30,29.0
Magallanes,12,Rio Verde,12103,211.0,2020-03-30,0.0
Magallanes,12,San Gregorio,12104,681.0,2020-03-30,0.0
Magallanes,12,Timaukel,12303,282.0,2020-03-30,0.0
Magallanes,12,Torres del Paine,12402,1021.0,2020-03-30,0.0
Arica y Parinacota,15,Arica,15101,247552.0,2020-04-01,6.0
Arica y Parinacota,15,Camarones,15102,1233.0,2020-04-01,0.0
Arica y Parinacota,15,General Lagos,15202,810.0,2020-04-01,0.0
Arica y Parinacota,15,Putre,15201,2515.0,2020-04-01,0.0
Tarapacá,01,Alto Hospicio,01107,129999.0,2020-04-01,0.0
Tarapacá,01,Camina,01402,1375.0,2020-04-01,0.0
Tarapacá,01,Colchane,01403,1583.0,2020-04-01,0.0
Tarapacá,01,Huara,01404,3000.0,2020-04-01,0.0
Tarapacá,01,Iquique,01101,223463.0,2020-04-01,9.0
Tarapacá,01,Pica,01405,5958.0,2020-04-01,0.0
Tarapacá,01,Pozo Almonte,01401,17395.0,2020-04-01,0.0
Antofagasta,02,Antofagasta,02101,425725.0,2020-04-01,32.0
Antofagasta,02,Calama,02201,190336.0,2020-04-01,0.0
Antofagasta,02,Maria Elena,02302,6814.0,2020-04-01,0.0
Antofagasta,02,Mejillones,02102,14776.0,2020-04-01,0.0
Antofagasta,02,Ollague,02202,287.0,2020-04-01,0.0
Antofagasta,02,San Pedro de Atacama,02203,10434.0,2020-04-01,0.0
Antofagasta,02,Sierra Gorda,02103,1746.0,2020-04-01,0.0
Antofagasta,02,Taltal,02104,13657.0,2020-04-01,0.0
Antofagasta,02,Tocopilla,02301,28079.0,2020-04-01,0.0
Atacama,03,Alto del Carmen,03302,5729.0,2020-04-01,0.0
Atacama,03,Caldera,03102,19426.0,2020-04-01,0.0
Atacama,03,Chanaral,03201,13164.0,2020-04-01,0.0
Atacama,03,Copiapo,03101,171766.0,2020-04-01,0.0
Atacama,03,Diego de Almagro,03202,14358.0,2020-04-01,0.0
Atacama,03,Freirina,03303,7681.0,2020-04-01,0.0
Atacama,03,Huasco,03304,11264.0,2020-04-01,0.0
Atacama,03,Tierra Amarilla,03103,14312.0,2020-04-01,0.0
Atacama,03,Vallenar,03301,57009.0,2020-04-01,0.0
Coquimbo,04,Andacollo,04103,11791.0,2020-04-01,0.0
Coquimbo,04,Canela,04202,9546.0,2020-04-01,0.0
Coquimbo,04,Combarbala,04302,13884.0,2020-04-01,0.0
Coquimbo,04,Coquimbo,04102,256735.0,2020-04-01,19.0
Coquimbo,04,Illapel,04201,32801.0,2020-04-01,0.0
Coquimbo,04,La Higuera,04104,4450.0,2020-04-01,0.0
Coquimbo,04,La Serena,04101,249656.0,2020-04-01,0.0
Coquimbo,04,Los Vilos,04203,23374.0,2020-04-01,0.0
Coquimbo,04,Monte Patria,04303,32527.0,2020-04-01,0.0
Coquimbo,04,Ovalle,04301,121269.0,2020-04-01,4.0
Coquimbo,04,Paiguano,04105,4675.0,2020-04-01,0.0
Coquimbo,04,Punitaqui,04304,12165.0,2020-04-01,0.0
Coquimbo,04,Rio Hurtado,04305,4372.0,2020-04-01,0.0
Coquimbo,04,Salamanca,04204,29110.0,2020-04-01,0.0
Coquimbo,04,Vicuna,04106,29741.0,2020-04-01,0.0
Valparaíso,05,Algarrobo,05602,15174.0,2020-04-01,7.0
Valparaíso,05,Cabildo,05402,20663.0,2020-04-01,0.0
Valparaíso,05,Calera,05502,53591.0,2020-04-01,6.0
Valparaíso,05,Calle Larga,05302,16482.0,2020-04-01,0.0
Valparaíso,05,Cartagena,05603,25357.0,2020-04-01,0.0
Valparaíso,05,Casablanca,05102,29170.0,2020-04-01,0.0
Valparaíso,05,Catemu,05702,15213.0,2020-04-01,0.0
Valparaíso,05,Concon,05103,45889.0,2020-04-01,0.0
Valparaíso,05,El Quisco,05604,17742.0,2020-04-01,0.0
Valparaíso,05,El Tabo,05605,14338.0,2020-04-01,0.0
Valparaíso,05,Hijuelas,05503,19099.0,2020-04-01,0.0
Valparaíso,05,Isla de Pascua,05201,8277.0,2020-04-01,5.0
Valparaíso,05,Juan Fernandez,05104,1033.0,2020-04-01,0.0
Valparaíso,05,La Cruz,05504,25321.0,2020-04-01,0.0
Valparaíso,05,La Ligua,05401,37739.0,2020-04-01,0.0
Valparaíso,05,Limache,05802,49931.0,2020-04-01,0.0
Valparaíso,05,Llaillay,05703,26533.0,2020-04-01,0.0
Valparaíso,05,Los Andes,05301,68093.0,2020-04-01,0.0
Valparaíso,05,Nogales,05506,23490.0,2020-04-01,0.0
Valparaíso,05,Olmue,05803,19266.0,2020-04-01,0.0
Valparaíso,05,Panquehue,05704,7633.0,2020-04-01,0.0
Valparaíso,05,Papudo,05403,6201.0,2020-04-01,0.0
Valparaíso,05,Petorca,05404,10558.0,2020-04-01,0.0
Valparaíso,05,Puchuncavi,05105,20071.0,2020-04-01,0.0
Valparaíso,05,Putaendo,05705,17645.0,2020-04-01,0.0
